X,T
0, 310.15
0.0223076, 310.15
0.0429027, 310.15
0.506941, 310.15
0.542201, 310.15
0.725034, 310.15
0.976811, 310.15
0.988672, 310.15
1.22767, 310.15
1.25603, 310.15
1.38189, 310.15
1.45698, 310.15
1.47341, 310.15
1.48273, 310.15
1.7319, 310.15
1.74278, 310.15
2.10517, 310.15
2.38285, 310.15
2.39967, 310.15
2.64168, 310.15
2.66471, 310.15
2.77949, 310.15
3.01236, 310.15
3.05856, 310.15
3.1811, 310.15
3.21781, 310.15
3.44503, 310.15
3.55652, 310.15
3.7952, 310.15
3.84018, 310.15
3.84462, 310.15
3.8586, 310.15
3.95003, 310.15
4.47366, 310.15
4.48742, 310.15
4.69872, 310.15
5.0887, 310.15
5.12432, 310.15
5.18219, 310.15
5.22048, 310.15
5.24242, 310.15
5.6116, 310.15
5.9591, 310.15
5.97698, 310.15
6.01516, 310.15
6.15769, 310.15
6.23547, 310.15
6.64355, 310.15
6.65367, 310.15
6.83636, 310.15
7.31172, 310.15
7.32963, 310.15
7.34573, 310.15
7.61104, 310.15
7.62982, 310.15
7.70786, 310.15
7.73281, 310.15
7.75833, 310.15
8.01729, 310.15
8.03412, 310.15
8.21126, 310.15
8.22694, 310.15
8.53239, 310.15
8.83788, 310.15
8.86347, 310.15
8.91117, 310.15
8.93084, 310.15
9.17508, 310.15
9.51635, 310.15
9.54399, 310.15
9.61147, 310.15
9.8918, 310.15
10.2154, 310.15
10.2326, 310.15
10.4068, 310.15
10.7114, 310.15
10.9521, 310.15
10.9731, 310.15
11.1256, 310.15
11.2513, 310.15
11.2746, 310.15
11.6624, 310.15
11.684, 310.15
11.743, 310.15
11.7616, 310.15
12.1051, 310.15
12.1162, 310.15
12.5011, 310.15
12.5322, 310.15
12.9934, 310.15
13.0039, 310.15
13.0203, 310.15
13.0255, 310.15
13.03, 310.15
13.4917, 310.15
13.6617, 310.15
13.6935, 310.15
13.9827, 310.15
14.0003, 310.15
14.4982, 310.15
14.6789, 310.15
14.6985, 310.15
14.9899, 310.15
15.0125, 310.15
15.1288, 310.15
15.2694, 310.15
15.3001, 310.15
15.5325, 310.15
15.6684, 310.15
15.9731, 310.15
16.3832, 310.15
16.3876, 310.15
16.4095, 310.15
16.4194, 310.15
17.0398, 310.15
17.0692, 310.15
17.2043, 310.15
17.4009, 310.15
17.4281, 310.15
17.7116, 310.15
17.7337, 310.15
18.0774, 310.15
18.4153, 310.15
18.4582, 310.15
18.4701, 310.15
18.4846, 310.15
19.131, 310.15
19.2108, 310.15
19.235, 310.15
19.4627, 310.15
19.493, 310.15
19.9319, 310.15
19.9482, 310.15
19.9579, 310.15
20.2709, 310.15
20.4445, 310.15
20.4564, 310.15
20.4645, 310.15
20.5672, 310.15
20.9529, 310.15
21.3817, 310.15
21.3995, 310.15
21.5218, 310.15
21.5385, 310.15
21.7521, 310.15
22.1546, 310.15
22.1768, 310.15
22.382, 310.15
22.9645, 310.15
22.9784, 310.15
23.0738, 310.15
23.0981, 310.15
23.5824, 310.15
23.9485, 310.15
23.9714, 310.15
24.0711, 310.15
24.1, 310.15
24.3962, 310.15
24.7761, 310.15
24.7968, 310.15
24.9688, 310.15
24.984, 310.15
25.1843, 310.15
25.2017, 310.15
25.2155, 310.15
25.5303, 310.15
25.8523, 310.15
26.1039, 310.15
26.1168, 310.15
26.1299, 310.15
26.2692, 310.15
26.7119, 310.15
26.7648, 310.15
26.7761, 310.15
26.7908, 310.15
26.7991, 310.15
26.855, 310.15
27.006, 310.15
27.4037, 310.15
27.4231, 310.15
27.4588, 310.15
27.9599, 310.15
28.1899, 310.15
28.2123, 310.15
28.7218, 310.15
28.8803, 310.15
28.8965, 310.15
29.0015, 310.15
29.518, 310.15
29.5366, 310.15
29.7117, 310.15
29.7234, 310.15
29.9854, 310.15
29.9981, 310.15
30.2141, 310.15
30.2388, 310.15
30.5169, 310.15
30.7627, 310.15
30.8162, 310.15
30.9104, 310.15
31.0019, 310.15
31.03, 310.15
31.5031, 310.15
31.5193, 310.15
32.0195, 310.15
32.0291, 310.15
32.0316, 310.15
32.0502, 310.15
32.4459, 310.15
32.8107, 310.15
32.8306, 310.15
32.8429, 310.15
32.9164, 310.15
32.9783, 310.15
33.6398, 310.15
33.6713, 310.15
33.8295, 310.15
34.2315, 310.15
34.7525, 310.15
34.7849, 310.15
34.7857, 310.15
34.7861, 310.15
34.7863, 310.15
